price_total,area,price_per_m2,category,latitude,longitude,district,province,legal_status,frontage,road_width,num_bedrooms,num_toilets,num_floors,num_schools_1km,num_hospitals_2km,num_markets_1km
13700000000,180.0,76111111.11,Bán đất,16.1008262634277,108.229377746582,Quận Sơn Trà,Đà Nẵng,Khác/ Chưa xác định,10.0,0.0,0,0,0,0,0,0
10600000000,100.0,106000000.0,Bán đất,16.0909442901611,108.234527587891,Quận Sơn Trà,Đà Nẵng,Sổ đỏ/ Sổ hồng,5.0,10.5,0,0,0,10,2,15
900000000,100.0,9000000.0,Bán đất,16.0431156158447,108.07120513916,Huyện Hòa Vang,Đà Nẵng,Khác/ Chưa xác định,0.0,0.0,0,0,0,2,0,0
5150000000,100.0,51500000.0,Đất nền dự án,15.9910974502563,108.260215759277,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,5.0,5.5,0,0,0,1,4,3
15200000000,362.3,41954181.62,Đất nền dự án,15.9910974502563,108.260215759277,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,16.0,7.5,0,0,0,1,4,3
26500000000,108.0,245370370.37,Bán đất,16.0738277435303,108.242164611816,Quận Sơn Trà,Đà Nẵng,Sổ đỏ/ Sổ hồng,6.0,10.5,0,0,0,5,3,56
12600000000,144.0,87500000.0,Nhà mặt phố,16.0915870666504,108.22501373291,Quận Sơn Trà,Đà Nẵng,Sổ đỏ/ Sổ hồng,6.0,20.0,3,3,4,5,2,7
5500000000,100.0,55000000.0,Đất nền dự án,15.9916191101074,108.260498046875,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,5.0,7.5,0,0,0,1,4,3
6300000000,23.1,272727272.73,Nhà mặt phố,16.0691509246826,108.217414855957,Quận Hải Châu,Đà Nẵng,Sổ đỏ/ Sổ hồng,3.07,0.0,0,0,4,34,18,35
4740000000,80.0,59250000.0,Bán đất,15.9848070144653,108.269912719727,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,5.0,5.5,0,0,0,0,3,0
18000000000,106.0,169811320.75,Bán đất,16.0410823822021,108.238998413086,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,5.0,10.5,0,0,0,4,3,32
3630000000,57.9,62694300.52,Căn hộ chung cư,16.0388774871826,108.247406005859,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,0.0,0.0,1,1,0,3,2,30
5500000000,100.0,55000000.0,Đất nền dự án,15.9917764663696,108.260612487793,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,5.0,5.5,0,0,0,1,4,3
22000000000,150.0,146666666.67,Bán đất,16.0749835968018,108.240646362305,Quận Sơn Trà,Đà Nẵng,Sổ đỏ/ Sổ hồng,10.0,5.5,0,0,0,3,2,44
22000000000,90.0,244444444.44,Bán đất,16.0802268981934,108.245147705078,Quận Sơn Trà,Đà Nẵng,Sổ đỏ/ Sổ hồng,5.0,33.0,0,0,0,3,2,29
7000000000,90.0,77777777.78,Bán đất,16.0664386749268,108.158142089844,Quận Liên Chiểu,Đà Nẵng,Sổ đỏ/ Sổ hồng,4.5,10.5,0,0,0,4,4,4
4840000000,100.0,48400000.0,Đất nền dự án,15.9910974502563,108.260215759277,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,5.0,5.5,0,0,0,1,4,3
38500000000,189.0,203703703.7,Bán đất,16.0819263458252,108.24560546875,Quận Sơn Trà,Đà Nẵng,Sổ đỏ/ Sổ hồng,10.7,7.5,0,0,0,6,1,24
6500000000,100.0,65000000.0,Bán đất,15.9933652877808,108.253395080566,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,5.0,15.5,0,0,0,0,4,1
22000000000,300.0,73333333.33,Bán đất,16.0160083770752,108.217834472656,Quận Cẩm Lệ,Đà Nẵng,Khác/ Chưa xác định,12.0,0.0,0,0,0,2,4,2
50000000000,302.0,165562913.91,Nhà mặt phố,16.0658283233643,108.190002441406,Quận Thanh Khê,Đà Nẵng,Khác/ Chưa xác định,0.0,0.0,0,0,3,8,5,11
9950000000,86.5,115028901.73,Nhà mặt phố,16.0857391357422,108.235824584961,Quận Sơn Trà,Đà Nẵng,Sổ đỏ/ Sổ hồng,5.0,15.5,4,4,3,14,2,19
150000000000,400.0,375000000.0,Bán đất,16.0622158050537,108.238639831543,Quận Sơn Trà,Đà Nẵng,Sổ đỏ/ Sổ hồng,0.0,0.0,1,1,1,17,6,97
6100000000,92.0,66304347.83,Bán đất,16.0597019195557,108.169479370117,Quận Liên Chiểu,Đà Nẵng,Sổ đỏ/ Sổ hồng,0.0,7.5,0,0,0,3,6,9
4540000000,60.0,75666666.67,Căn hộ chung cư,16.0563983917236,108.233001708984,Quận Sơn Trà,Đà Nẵng,Sổ đỏ/ Sổ hồng,0.0,0.0,2,2,0,11,8,49
4950000000,90.0,55000000.0,Bán đất,15.9910726547241,108.268417358398,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,5.0,5.5,0,0,0,1,3,1
4250000000,85.3,49824150.06,Bán đất,15.9809875488281,108.270660400391,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,0.0,5.5,0,0,0,0,3,0
15500000000,115.0,134782608.7,Bán đất,16.0804042816162,108.210945129395,Quận Hải Châu,Đà Nẵng,Sổ đỏ/ Sổ hồng,5.1,33.0,0,0,0,15,10,19
6340000000,69.6,91091954.02,Căn hộ chung cư,16.05078125,108.232902526855,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,0.0,0.0,2,2,0,8,7,26
12600000000,150.0,84000000.0,Bán đất,16.0986614227295,108.230583190918,Quận Sơn Trà,Đà Nẵng,Sổ đỏ/ Sổ hồng,10.0,10.0,0,0,0,2,1,1
12500000000,81.0,154320987.65,Nhà mặt phố,16.0722122192383,108.207237243652,Quận Thanh Khê,Đà Nẵng,Khác/ Chưa xác định,9.36,0.0,0,4,3,17,13,18
59000000000,210.0,280952380.95,Bán đất,16.0598487854004,108.212875366211,Quận Hải Châu,Đà Nẵng,Khác/ Chưa xác định,9.0,0.0,0,0,0,17,17,22
18500000000,100.0,185000000.0,Bán đất,16.0865783691406,108.244667053223,Quận Sơn Trà,Đà Nẵng,Sổ đỏ/ Sổ hồng,5.0,7.5,0,0,0,11,2,16
22500000000,144.0,156250000.0,"Nhà biệt thự, liền kề",16.0941352844238,108.224884033203,Quận Sơn Trà,Đà Nẵng,Sổ đỏ/ Sổ hồng,6.0,0.0,3,3,3,2,1,1
5850000000,100.0,58500000.0,Bán đất,16.0023517608643,108.261665344238,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,5.0,5.5,0,0,0,1,1,9
42000000000,141.0,297872340.43,Bán đất,16.072624206543,108.243003845215,Quận Sơn Trà,Đà Nẵng,Sổ đỏ/ Sổ hồng,6.0,15.0,0,0,0,6,3,58
8500000000,100.0,85000000.0,Nhà riêng,16.012580871582,108.219345092773,Quận Cẩm Lệ,Đà Nẵng,Sổ đỏ/ Sổ hồng,0.0,0.0,4,5,4,0,4,1
2430000000,150.0,16200000.0,Bán đất,16.0914077758789,108.076637268066,Huyện Hòa Vang,Đà Nẵng,Khác/ Chưa xác định,5.0,5.5,0,0,0,0,0,0
26000000000,162.0,160493827.16,Bán đất,16.0870304107666,108.245445251465,Quận Sơn Trà,Đà Nẵng,Sổ đỏ/ Sổ hồng,11.0,7.5,0,0,0,9,1,17
8000000000,95.0,84210526.32,Bán đất,16.0897750854492,108.239654541016,Quận Sơn Trà,Đà Nẵng,Sổ đỏ/ Sổ hồng,4.5,10.0,0,0,0,12,1,20
41000000000,333.0,123123123.12,"Nhà biệt thự, liền kề",16.0435066223145,108.248374938965,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,10.0,10.0,4,4,2,4,1,56
9800000000,92.0,106521739.13,Bán đất,16.0933628082275,108.247871398926,Quận Sơn Trà,Đà Nẵng,Sổ đỏ/ Sổ hồng,5.6,7.0,0,0,0,12,1,15
7350000000,108.0,68055555.56,Đất nền dự án,15.981761932373,108.265647888184,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,7.5,7.5,0,0,0,0,3,0
28800000000,525.0,54857142.86,Bán đất,15.9991426467896,108.223785400391,Quận Cẩm Lệ,Đà Nẵng,Khác/ Chưa xác định,0.0,0.0,0,0,0,1,2,0
5750000000,106.3,54092191.91,Đất nền dự án,15.9910974502563,108.260215759277,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,5.0,7.5,0,0,0,1,4,3
4490000000,76.0,59078947.37,Căn hộ chung cư,16.0326309204102,108.221305847168,Quận Hải Châu,Đà Nẵng,Sổ đỏ/ Sổ hồng,0.0,0.0,2,2,0,9,5,14
14000000000,106.2,131826742.0,"Nhà biệt thự, liền kề",16.0326023101807,108.233390808105,Quận Hải Châu,Đà Nẵng,Sổ đỏ/ Sổ hồng,6.0,13.5,1,1,4,2,2,4
7700000000,90.0,85555555.56,Bán đất,16.0185470581055,108.25520324707,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,6.0,7.5,0,0,0,3,2,12
7000000000,90.0,77777777.78,Bán đất,16.0156288146973,108.256393432617,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,4.5,5.5,0,0,0,3,2,8
2650000000,100.0,26500000.0,Bán đất,16.0646419525146,108.103446960449,Huyện Hòa Vang,Đà Nẵng,Khác/ Chưa xác định,0.0,0.0,0,0,0,0,0,0
2850000000,100.0,28500000.0,Bán đất,16.064998626709,108.101844787598,Huyện Hòa Vang,Đà Nẵng,Khác/ Chưa xác định,0.0,0.0,0,0,0,0,0,0
10500000000,123.0,85365853.66,Bán đất,16.0169677734375,108.254592895508,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,5.0,0.0,0,0,0,3,2,11
7500000000,90.0,83333333.33,Bán đất,16.0183773040771,108.256011962891,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,5.0,7.5,0,0,0,3,2,11
5230000000,68.0,76911764.71,Căn hộ chung cư,16.0879993438721,108.220932006836,Quận Hải Châu,Đà Nẵng,Sổ đỏ/ Sổ hồng,0.0,0.0,2,2,0,6,6,18
8500000000,100.0,85000000.0,Bán đất,16.106538772583,108.257377624512,Quận Sơn Trà,Đà Nẵng,Sổ đỏ/ Sổ hồng,5.0,7.5,0,0,0,4,1,6
8000000000,108.0,74074074.07,"Nhà biệt thự, liền kề",15.9827852249146,108.252281188965,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,6.0,9.5,3,4,4,3,3,1
25500000000,300.0,85000000.0,Đất nền dự án,16.0183067321777,108.221748352051,Quận Cẩm Lệ,Đà Nẵng,Sổ đỏ/ Sổ hồng,13.5,0.0,0,0,0,1,4,3
3450000000,71.0,48591549.3,Căn hộ chung cư,15.9827470779419,108.260246276855,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,0.0,0.0,2,2,0,0,3,1
4550000000,96.0,47395833.33,Đất nền dự án,15.975848197937,108.262901306152,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,6.0,7.5,0,0,0,1,3,1
22500000000,330.0,68181818.18,Bán đất,16.0034961700439,108.221611022949,Quận Cẩm Lệ,Đà Nẵng,Khác/ Chưa xác định,16.2,10.5,0,0,0,2,2,1
21500000000,162.0,132716049.38,Nhà mặt phố,16.0655879974365,108.187232971191,Quận Thanh Khê,Đà Nẵng,Sổ đỏ/ Sổ hồng,4.3,30.0,8,6,3,8,5,11
50995000000,329.0,155000000.0,Bán đất,16.0469837188721,108.249588012695,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,0.0,15.0,0,0,0,4,2,70
26000000000,128.0,203125000.0,"Nhà biệt thự, liền kề",16.0688705444336,108.237518310547,Quận Sơn Trà,Đà Nẵng,Sổ đỏ/ Sổ hồng,8.0,7.5,4,0,3,12,6,77
2200000000,29.2,75342465.75,Căn hộ chung cư,16.0597953796387,108.230476379395,Quận Sơn Trà,Đà Nẵng,Hợp đồng mua bán,0.0,0.0,1,1,0,11,10,33
3200000000,100.0,32000000.0,Đất nền dự án,16.0981922149658,108.130249023438,Quận Liên Chiểu,Đà Nẵng,Sổ đỏ/ Sổ hồng,5.0,7.5,0,0,0,3,0,0
21000000000,192.0,109375000.0,Bán đất,16.0138568878174,108.258270263672,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,0.0,7.5,0,0,0,3,2,9
6200000000,120.0,51666666.67,"Nhà biệt thự, liền kề",16.118968963623,108.124336242676,Quận Liên Chiểu,Đà Nẵng,Sổ đỏ/ Sổ hồng,6.0,5.5,0,0,0,0,0,0
79000000000,240.0,329166666.67,Nhà mặt phố,16.0772342681885,108.219757080078,Quận Hải Châu,Đà Nẵng,Sổ đỏ/ Sổ hồng,0.0,0.0,0,0,10,26,9,27
17000000000,110.0,154545454.55,Nhà mặt phố,16.0523223876953,108.241104125977,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,6.4,7.5,1,0,5,16,5,101
11500000000,95.0,121052631.58,Nhà mặt phố,16.0476455688477,108.246620178223,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,6.12,0.0,8,0,6,7,3,81
10000000000,94.2,106157112.53,Nhà riêng,16.0476951599121,108.246391296387,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,6.12,0.0,8,0,6,7,3,83
45000000000,265.0,169811320.75,Bán đất,16.0461711883545,108.244476318359,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,8.0,105.0,0,0,0,7,3,77
19000000000,120.0,158333333.33,"Nhà biệt thự, liền kề",16.0336036682129,108.224029541016,Quận Hải Châu,Đà Nẵng,Sổ đỏ/ Sổ hồng,6.0,30.0,0,0,0,8,5,12
20000000000,430.0,46511627.91,Đất nền dự án,15.991247177124,108.26008605957,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,21.5,7.5,0,0,0,1,4,3
3950000000,82.0,48170731.71,Căn hộ chung cư,16.0707454681396,108.236465454102,Quận Sơn Trà,Đà Nẵng,Sổ đỏ/ Sổ hồng,0.0,0.0,2,2,0,10,6,68
2790000000,57.0,48947368.42,Căn hộ chung cư,15.9829912185669,108.25944519043,Quận Ngũ Hành Sơn,Đà Nẵng,Hợp đồng mua bán,0.0,0.0,2,2,0,0,3,1
18000000000,218.0,82568807.34,"Nhà biệt thự, liền kề",16.0417308807373,108.208625793457,Quận Hải Châu,Đà Nẵng,Sổ đỏ/ Sổ hồng,5.0,5.5,4,4,5,8,10,3
1950000000,98.0,19897959.18,Bán đất,16.0535659790039,108.082046508789,Huyện Hòa Vang,Đà Nẵng,Sổ đỏ/ Sổ hồng,6.5,5.5,0,0,0,2,0,0
19900000000,135.0,147407407.41,Nhà mặt phố,16.0656661987305,108.187675476074,Quận Thanh Khê,Đà Nẵng,Sổ đỏ/ Sổ hồng,7.2,40.0,2,2,1,8,5,11
8100000000,150.0,54000000.0,Bán đất,15.9823732376099,108.272346496582,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,7.5,7.5,0,0,0,0,3,0
8000000000,85.0,94117647.06,Căn hộ chung cư,16.0603809356689,108.230407714844,Quận Sơn Trà,Đà Nẵng,Hợp đồng mua bán,0.0,0.0,0,0,0,8,10,30
7780000000,104.0,74807692.31,Nhà mặt phố,16.0574913024902,108.175308227539,Quận Cẩm Lệ,Đà Nẵng,Sổ đỏ/ Sổ hồng,5.0,7.5,4,3,3,2,6,15
8900000000,250.0,35600000.0,Bán đất,16.0515651702881,108.173347473145,Quận Cẩm Lệ,Đà Nẵng,Sổ đỏ/ Sổ hồng,12.0,7.5,0,0,0,1,2,16
1850000000,95.0,19473684.21,Bán đất,16.0532779693604,108.082260131836,Huyện Hòa Vang,Đà Nẵng,Sổ đỏ/ Sổ hồng,6.5,5.5,0,0,0,2,0,0
45000000000,80.0,562500000.0,Bán đất,15.9921598434448,108.050216674805,Huyện Hòa Vang,Đà Nẵng,Sổ đỏ/ Sổ hồng,0.0,5.0,0,0,0,0,0,0
49000000000,300.0,163333333.33,Bán đất,16.0753879547119,108.243171691895,Quận Sơn Trà,Đà Nẵng,Khác/ Chưa xác định,12.0,0.0,0,0,0,3,2,45
3450000000,107.0,32242990.65,Bán đất,16.09033203125,108.12181854248,Quận Liên Chiểu,Đà Nẵng,Sổ đỏ/ Sổ hồng,5.0,0.0,0,0,0,0,0,0
4800000000,122.0,39344262.3,Đất nền dự án,16.092794418335,108.126106262207,Quận Liên Chiểu,Đà Nẵng,Sổ đỏ/ Sổ hồng,5.0,55.0,0,0,0,0,0,0
86400000,1080.0,80000.0,Bán đất,16.0439777374268,108.243141174316,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,21.0,5.5,0,0,0,5,3,67
12500000000,90.0,138888888.89,Bán đất,16.0805473327637,108.243309020996,Quận Sơn Trà,Đà Nẵng,Sổ đỏ/ Sổ hồng,5.0,7.5,0,0,0,8,2,32
6458400000,89.7,72000000.0,Căn hộ chung cư,16.088508605957,108.228401184082,Quận Sơn Trà,Đà Nẵng,Hợp đồng mua bán,0.0,0.0,2,2,0,9,2,15
3950000000,54.0,73148148.15,Căn hộ chung cư,16.0880451202393,108.22159576416,Quận Hải Châu,Đà Nẵng,Sổ đỏ/ Sổ hồng,0.0,0.0,1,1,0,7,6,17
7200000000,105.0,68571428.57,Bán đất,16.0957775115967,108.229125976563,Quận Sơn Trà,Đà Nẵng,Sổ đỏ/ Sổ hồng,5.0,5.5,0,0,0,4,1,4
5950000000,88.3,67383918.46,Căn hộ chung cư,16.0881404876709,108.228813171387,Quận Sơn Trà,Đà Nẵng,Hợp đồng mua bán,0.0,0.0,3,2,0,9,2,15
22500000000,150.0,150000000.0,Bán đất,16.0513439178467,108.244110107422,Quận Ngũ Hành Sơn,Đà Nẵng,Khác/ Chưa xác định,9.0,0.0,0,0,0,14,4,98
12300000000,80.0,153750000.0,Bán đất,16.0818614959717,108.245529174805,Quận Sơn Trà,Đà Nẵng,Sổ đỏ/ Sổ hồng,5.0,7.5,0,0,0,6,1,24
23650000000,430.0,55000000.0,Bán đất,16.0269584655762,108.21159362793,Quận Cẩm Lệ,Đà Nẵng,Sổ đỏ/ Sổ hồng,16.0,7.0,0,0,0,6,5,10
8500000000,108.0,78703703.7,Căn hộ chung cư,16.0717067718506,108.229057312012,Quận Sơn Trà,Đà Nẵng,Sổ đỏ/ Sổ hồng,0.0,0.0,2,2,0,14,13,33
16500000000,170.0,97058823.53,Bán đất,16.0947704315186,108.226791381836,Quận Sơn Trà,Đà Nẵng,Sổ đỏ/ Sổ hồng,7.0,7.5,0,0,0,3,1,3
7700000000,150.0,51333333.33,Đất nền dự án,15.9914541244507,108.260231018066,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,7.5,17.5,0,0,0,1,4,3
8400000000,111.0,75675675.68,Đất nền dự án,15.9836883544922,108.252456665039,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,6.0,7.5,0,0,0,3,3,1
97000000000,532.0,182330827.07,Nhà mặt phố,16.04860496521,108.21501159668,Quận Hải Châu,Đà Nẵng,Sổ đỏ/ Sổ hồng,19.0,20.0,1,1,1,9,11,11
3700000000,100.0,37000000.0,Nhà riêng,16.0981197357178,108.130432128906,Quận Liên Chiểu,Đà Nẵng,Sổ đỏ/ Sổ hồng,5.0,5.5,3,3,2,3,0,0
3850000000,100.0,38500000.0,Bán đất,16.0684947967529,108.107208251953,Huyện Hòa Vang,Đà Nẵng,Khác/ Chưa xác định,5.0,10.5,0,0,0,2,0,0
13800000000,111.6,123655913.98,Bán đất,16.0860652923584,108.236015319824,Quận Sơn Trà,Đà Nẵng,Sổ đỏ/ Sổ hồng,6.5,15.0,0,0,0,14,2,19
10000000000,77.0,129870129.87,Nhà mặt phố,16.0884704589844,108.216865539551,Quận Hải Châu,Đà Nẵng,Sổ đỏ/ Sổ hồng,5.0,7.5,3,3,3,6,6,19
5600000000,95.9,58394160.58,Căn hộ chung cư,16.0878410339355,108.22908782959,Quận Sơn Trà,Đà Nẵng,Sổ đỏ/ Sổ hồng,0.0,0.0,3,3,0,9,2,15
15000000000,108.0,138888888.89,"Nhà biệt thự, liền kề",16.0883655548096,108.228874206543,Quận Sơn Trà,Đà Nẵng,Sổ đỏ/ Sổ hồng,0.0,0.0,3,3,3,9,2,15
4100000000,100.0,41000000.0,Bán đất,16.093563079834,108.124626159668,Quận Liên Chiểu,Đà Nẵng,Sổ đỏ/ Sổ hồng,5.0,7.5,0,0,0,0,0,0
17500000000,62.0,282258064.52,Nhà mặt phố,16.0630359649658,108.220367431641,Quận Hải Châu,Đà Nẵng,Sổ đỏ/ Sổ hồng,0.0,10.5,4,4,4,18,18,24
2170000000,57.0,38070175.44,Căn hộ chung cư,16.0922966003418,108.127059936523,Quận Liên Chiểu,Đà Nẵng,Sổ đỏ/ Sổ hồng,0.0,0.0,2,2,0,0,0,0
3750000000,150.0,25000000.0,Bán đất,15.987771987915,108.260818481445,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,6.0,10.5,0,0,0,1,3,1
2150000000,57.0,37719298.25,Căn hộ chung cư,16.0922470092773,108.126640319824,Quận Liên Chiểu,Đà Nẵng,Sổ đỏ/ Sổ hồng,0.0,0.0,2,2,0,0,0,0
3430000000,61.8,55501618.12,Căn hộ chung cư,16.0887355804443,108.22802734375,Quận Sơn Trà,Đà Nẵng,Sổ đỏ/ Sổ hồng,0.0,0.0,2,2,0,8,2,13
54000000000,180.0,300000000.0,Bán đất,16.0801277160645,108.245323181152,Quận Sơn Trà,Đà Nẵng,Sổ đỏ/ Sổ hồng,10.0,33.0,0,0,0,3,2,29
3700000000,64.0,57812500.0,Căn hộ chung cư,16.0890140533447,108.228942871094,Quận Sơn Trà,Đà Nẵng,Sổ đỏ/ Sổ hồng,0.0,0.0,2,2,0,9,2,10
8300000000,143.0,58041958.04,Đất nền dự án,15.9760665893555,108.263778686523,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,7.5,7.5,0,0,0,0,3,0
4180000000,76.6,54569190.6,Căn hộ chung cư,15.9822120666504,108.259590148926,Quận Ngũ Hành Sơn,Đà Nẵng,Hợp đồng mua bán,0.0,0.0,2,2,0,0,3,1
24000000000,154.0,155844155.84,Bán đất,16.0899276733398,108.23558807373,Quận Sơn Trà,Đà Nẵng,Sổ đỏ/ Sổ hồng,8.0,15.0,0,0,0,11,2,16
90000000000,250.0,360000000.0,Bán đất,16.0597801208496,108.230514526367,Quận Sơn Trà,Đà Nẵng,Khác/ Chưa xác định,10.0,15.0,0,0,0,11,10,34
9000000000,125.0,72000000.0,Đất nền dự án,16.0295944213867,108.240104675293,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,0.0,11.5,0,0,0,3,2,8
8500000000,111.0,76576576.58,Đất nền dự án,15.9832649230957,108.252098083496,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,6.0,7.5,0,0,0,3,3,1
2300000000,90.0,25555555.56,Bán đất,15.9709911346436,108.235786437988,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,0.0,0.0,0,0,0,0,0,0
6800000000,56.1,121212121.21,Căn hộ chung cư,16.0579891204834,108.223663330078,Quận Hải Châu,Đà Nẵng,Sổ đỏ/ Sổ hồng,0.0,0.0,2,2,0,11,16,18
8000000000,114.0,70175438.6,Bán đất,16.0054550170898,108.227684020996,Quận Cẩm Lệ,Đà Nẵng,Sổ đỏ/ Sổ hồng,0.0,10.5,0,0,0,1,2,0
8500000000,100.0,85000000.0,Bán đất,16.0147171020508,108.255867004395,Quận Ngũ Hành Sơn,Đà Nẵng,Sổ đỏ/ Sổ hồng,5.0,7.5,0,0,0,3,2,9
34000000000,180.0,188888888.89,Bán đất,16.0746440887451,108.241149902344,Quận Sơn Trà,Đà Nẵng,Sổ đỏ/ Sổ hồng,10.0,7.5,0,0,0,3,3,46
13000000000,80.0,162500000.0,Bán đất,16.0687732696533,108.243728637695,Quận Sơn Trà,Đà Nẵng,Sổ đỏ/ Sổ hồng,5.0,5.5,0,0,0,7,4,67
7000000000,105.5,66350710.9,Căn hộ chung cư,16.0389804840088,108.247985839844,Quận Ngũ Hành Sơn,Đà Nẵng,Khác/ Chưa xác định,0.0,0.0,3,2,0,2,2,26
14000000000,140.0,100000000.0,Nhà mặt phố,16.0701541900635,108.18514251709,Quận Thanh Khê,Đà Nẵng,Sổ đỏ/ Sổ hồng,7.0,10.0,2,2,1,9,5,7
7000000000,70.0,100000000.0,Căn hộ chung cư,16.0560913085938,108.224136352539,Quận Hải Châu,Đà Nẵng,Khác/ Chưa xác định,0.0,0.0,1,1,0,9,13,11
3500000000,66.5,52631578.95,Căn hộ chung cư,16.0949573516846,108.248344421387,Quận Sơn Trà,Đà Nẵng,Hợp đồng mua bán,0.0,0.0,2,2,0,12,1,12
